108.877033,34.2285,351,25
108.877033,34.2275,352,20
108.877033,34.2265,353,25
108.877033,34.2255,354,20
108.877033,34.2245,355,10
108.877033,34.2235,355,5
108.877033,34.2235,355,1
108.877033,34.2235,355,0
108.877033,34.2235,355,0
108.877033,34.2235,350,0
108.877033,34.2235,350,0
108.877033,34.2225,350,2
108.877033,34.2215,356,15
108.877033,34.2205,355,20
108.877033,34.2195,355,27
108.877033,34.2185,355,25
108.877033,34.2175,357,25
108.877033,34.2165,355,25
108.877033,34.2155,355,25
108.877033,34.2145,355,25
108.877033,34.2131,352,25
108.878033,34.2131,352,25
108.879033,34.2131,352,25
108.880033,34.2131,352,25
108.881033,34.2131,351,25
108.882033,34.2131,350,25
108.883033,34.2131,350,25
108.884033,34.2131,350,25
108.885033,34.2131,350,18
108.885233,34.2131,350,25
108.885233,34.2141,350,25
108.885233,34.2151,350,25
108.885233,34.2161,350,25
108.885233,34.2171,350,25
108.885233,34.2181,350,25
108.885233,34.2191,350,25
108.885233,34.2201,350,25
108.885233,34.2211,350,25
108.885233,34.2221,350,25
108.885233,34.2231,350,25
108.885233,34.2241,350,25
108.885233,34.2251,351,20
108.885233,34.2261,351,25
108.885233,34.2271,351,22
108.885233,34.2281,351,21
108.885233,34.2291,352,25
108.885233,34.2301,350,25
108.885233,34.2311,350,25
108.885233,34.2321,350,25
108.885233,34.2331,350,25
108.885233,34.2341,350,21
108.885233,34.2351,351,25
108.885233,34.2361,351,25
108.885233,34.2371,352,25
108.885233,34.2381,353,25
108.885233,34.2391,353,25
108.885233,34.2401,353,25
108.885233,34.2411,352,25
108.885233,34.2421,352,25
108.885233,34.2431,352,25
108.885233,34.2441,353,25
108.885233,34.2451,350,25
108.885233,34.2461,350,25
108.885233,34.2471,350,25
108.885233,34.2481,350,25
108.885233,34.2491,350,25
108.885233,34.2501,354,25
108.885233,34.2511,350,25
108.885233,34.2521,350,30
108.885233,34.2535,350,25
108.885233,34.2538,350,25
108.884233,34.2538,350,40
108.883233,34.2538,350,50
108.882233,34.2538,350,40
108.881233,34.2538,350,30
108.880233,34.2538,350,25
108.879233,34.2538,353,25
108.878233,34.2538,352,25
108.877033,34.2535,351,25
108.877033,34.2535,350,25
108.877033,34.2525,350,25
108.877033,34.2515,350,25
108.877033,34.2505,350,25
108.877033,34.2495,350,25
108.877033,34.2485,350,25
108.877033,34.2475,350,25
108.877033,34.2465,351,25
108.877033,34.2455,352,25
108.877033,34.2445,356,25
108.877033,34.2435,350,25
108.877033,34.2425,350,20
108.877033,34.2415,350,20
108.877033,34.2405,355,25
108.877033,34.2395,356,25
108.877033,34.2385,350,25
108.877033,34.2375,350,25
108.877033,34.2365,350,25
108.877033,34.2355,354,25
108.877033,34.2345,350,25
108.877033,34.2335,350,25
108.877033,34.2325,350,25
108.877033,34.2315,350,25
108.877033,34.2305,350,25
108.877033,34.2295,350,25
